Localidad,UPZ,Barrio
Barrios Unidos,Parque el Salitre,Pablo VI (parte Norte)
Barrios Unidos,Parque el Salitre,Quinta Mutis
Teusaquillo,Galerías (UPZ 100),Alfonso López
Teusaquillo,Galerías (UPZ 100),Banco Central
Teusaquillo,Galerías (UPZ 100),Belalcázar
Teusaquillo,Galerías (UPZ 100),Campín
Teusaquillo,Galerías (UPZ 100),Chapinero Occidental
Teusaquillo,Galerías (UPZ 100),Galerías
Teusaquillo,Galerías (UPZ 100),San Luis
Teusaquillo,Teusaquillo (UPZ 101),Armenia
Teusaquillo,Teusaquillo (UPZ 101),Estrella
Teusaquillo,Teusaquillo (UPZ 101),La Magdalena
Teusaquillo,Teusaquillo (UPZ 101),La Soledad
Teusaquillo,Teusaquillo (UPZ 101),Las Américas
Teusaquillo,Teusaquillo (UPZ 101),Palermo
Teusaquillo,Teusaquillo (UPZ 101),Quesada
Teusaquillo,Teusaquillo (UPZ 101),Santa Teresita
Teusaquillo,Teusaquillo (UPZ 101),Teusaquillo
Teusaquillo,Parque Simón Bolívar-CAN (UPZ 104),Cantón Norte
Teusaquillo,Parque Simón Bolívar-CAN (UPZ 104),Estación Central
Teusaquillo,Parque Simón Bolívar-CAN (UPZ 104),Gran América
Teusaquillo,Parque Simón Bolívar-CAN (UPZ 104),Salitre Greco
Teusaquillo,La Esmeralda (UPZ 106),La Esmeralda
Teusaquillo,La Esmeralda (UPZ 106),Nicolás de Federmán
Teusaquillo,La Esmeralda (UPZ 106),Nuevo Campín
