Localidad,UPZ,Barrio
Fontibón,Mo,Santa Cecilia
Fontibón,Mo,Urbanización Barrio Capellanía
Fontibón,Capel,Conjunto Residencial La Cofradía
Fontibón,Capel,La Rosita
Fontibón,Capel,Puerta de Teja
Fontibón,Capel,San José El Jardín
Fontibón,Capel,Veracruz
Fontibón,Aeropuerto El D,El Bogotano Primer Sector
Fontibón,Aeropuerto El D,Las Navetas
Fontibón,Aeropuerto El D,Pueblo Viejo
Engativá,Las F,Acapulco
Engativá,Las F,Alejandría
Engativá,Las F,Bellavista
Engativá,Las F,Bellavista Occidental
Engativá,Las F,Bonanza
Engativá,Las F,Bosque Popular
Engativá,Las F,Cataluña
Engativá,Las F,Ciudad de Honda
Engativá,Las F,El Dorado Norte
Engativá,Las F,El Gualí
Engativá,Las F,El Laurel
Engativá,Las F,El Manantial
Engativá,Las F,El Paseo
Engativá,Las F,El Trébol
Engativá,Las F,La Bonanza
Engativá,Las F,La Cabaña
Engativá,Las F,La Estrada
Engativá,Las F,La Estradita
Engativá,Las F,La Europa
Engativá,Las F,La Marcela
Engativá,Las F,La Reliquia
Engativá,Las F,Las Ferias
Engativá,Las F,Las Ferias Occidental
Engativá,Las F,Las Galias
Engativá,Las F,Metrópolis
Engativá,Las F,Palo Blanco
Engativá,Las F,Santo Domingo
Engativá,Minuto de,Engativá Pueblo (parte)
Engativá,Minuto de,Luis Carlos Galán
Engativá,Minuto de,Minuto de Dios
Engativá,Minuto de,Morisco
Engativá,Minuto de,París Gaitán
Engativá,Minuto de,Primavera Norte
Engativá,Boyacá,Boyacá
Engativá,Boyacá,El Carmelo
Engativá,Boyacá,El Refugio
Engativá,Boyacá,Florencia
Engativá,Boyacá,Florida Blanca
Engativá,Boyacá,La Almería
Engativá,Boyacá,La Granja
Engativá,Boyacá,La Salina
Engativá,Boyacá,La Soledad Norte
Engativá,Boyacá,Los Pinos Florencia
Engativá,Boyacá,Maratu
Engativá,Boyacá,París
Engativá,Boyacá,Santa Helenita
Engativá,Boyacá,Santa María del Lago
Engativá,Boyacá,Santa Rosita
Engativá,Boyacá,Tabora
Engativá,Boyacá,Veracruz
Engativá,Boyacá,Zarzamora
Engativá,Santa Ce,Engativá El Dorado
Engativá,Santa Ce,El Cedro
Engativá,Santa Ce,El Gaco
Engativá,Santa Ce,El Pedregal
Engativá,Santa Ce,El Porvenir
Engativá,Santa Ce,La Clarita
Engativá,Santa Ce,La Española
Engativá,Santa Ce,La Florida
Engativá,Santa Ce,La Soledad
Engativá,Santa Ce,Santa Cecilia
Engativá,Santa Ce,Villa Luz
Engativá,Bo,Bolivia
Engativá,Bo,Garcés Navas Oriental
Engativá,Bo,Gran Granada
Engativá,Bo,Quirigua
Engativá,Bo,Villas del Dorado-San Antonio
Engativá,Garcés ,Álamos
Engativá,Garcés ,Álamos Norte
Engativá,Garcés ,Andalucía Parques
Engativá,Garcés ,Bosques de Mariana
Engativá,Garcés ,El Cedro
Engativá,Garcés ,Garcés Navas
Engativá,Garcés ,Los Ángeles
Engativá,Garcés ,Molinos de Viento
Engativá,Garcés ,Plazuelas del Virrey
Engativá,Garcés ,San Basilio
Engativá,Garcés ,Santa Mónica
Engativá,Garcés ,Villa Amalia
Engativá,Garcés ,Villa Sagrario
Engativá,Garcés ,Villas de Granada
Engativá,Garcés ,Villas del Madrigal
Engativá,Eng,Alameda
Engativá,Eng,Centauros del Danubio
Engativá,Eng,El Cedro
Engativá,Eng,El Mirador
Engativá,Eng,El Muelle
Engativá,Eng,El Palmar
Engativá,Eng,El Triángulo
Engativá,Eng,El Verdún
Engativá,Eng,Engativá Centro
Engativá,Eng,Granjas El Dorado
Engativá,Eng,La Cabaña
Engativá,Eng,La Esperanza
Engativá,Eng,La Faena
Engativá,Eng,La Riviera
Engativá,Eng,La Torquigua
Engativá,Eng,Santa Lucía Norte
Engativá,Eng,Las Mercedes
Engativá,Eng,Las Palmas
Engativá,Eng,Linterama
Engativá,Eng,Los Laureles
Engativá,Eng,Los Laureles-Sabanas El Dorado
Engativá,Eng,Marandú
Engativá,Eng,Porvenir
Engativá,Jardín Bot,Jardín Botánico
Engativá,Jardín Bot,Normandía
Engativá,Jardín Bot,Salitre Nor-Occidental (parte)
Engativá,Á,Álamos (parte)
Engativá,Á,Álamos Industrial
Engativá,Á,El Dorado Industrial
Engativá,Á,El Mortiño
Engativá,Á,Puerta del Sol
Engativá,Á,San Antonio (parte)
Suba,La Aca,La Academia
Suba,Guay,Conejera
Suba,Guay,Guaymaral
Suba,San José de Ba,Gibraltar
Suba,San José de Ba,Guicani
Suba,San José de Ba,Mirandela
Suba,San José de Ba,Nueva Zelandia
Suba,San José de Ba,Oikos
Suba,San José de Ba,San Felipe
Suba,San José de Ba,San José de Bavaria
Suba,San José de Ba,Santa Catalina
Suba,San José de Ba,Tejares del Norte
Suba,San José de Ba,Villanova
Suba,San José de Ba,Villa del Prado
Suba,San José de Ba,Villa Lucy
Suba,La Alh,Alhambra
Suba,La Alh,El Batán
Suba,La Alh,El Recreo de los Frailes
Suba,La Alh,Estoril
Suba,La Alh,Ilarco
Suba,La Alh,Malibú
Suba,La Alh,Mónaco
Suba,La Alh,Pasadena
Suba,Casablanca,Atenas
Suba,Casablanca,Calatayud
Suba,Casablanca,Casa Blanca I
Suba,Casablanca,Casa Blanca II
Suba,Casablanca,Casa Blanca Suba
Suba,Casablanca,Casa Blanca Sec El Plan
Suba,Casablanca,Casa Blanca Sec La Gruta
Suba,Casablanca,Del Monte
Suba,Casablanca,El Velero
Suba,Casablanca,Escuela de Carabineros
Suba,Casablanca,Potrerillo
Suba,Casablanca,Potrerillos de Suba
Suba,Casablanca,Prados de Santa Bárbara
Suba,Casablanca,Puerta del Sol
Suba,Casablanca,Rincón de Suba
Suba,Casablanca,Rincón El Cóndor
Suba,Casablanca,Rincón Escuela
Suba,Casablanca,Riobamba
Suba,Casablanca,Rodrigo Lara Bonilla
Suba,Casablanca,San Cayetano
Suba,Casablanca,San Isidro Norte
Suba,Casablanca,San Jorge
Suba,Bri,Britalia
Suba,Bri,Britalia Norte
Suba,Bri,Britalia San Diego
Suba,Bri,Calima Norte
Suba,Bri,Cantagallo
Suba,Bri,Cantalejo
Suba,Bri,Colpatria Santa Helena
Suba,Bri,Colpatria Santa Helena II Sector
Suba,Bri,El Paraíso de los 12 Apóstoles
Suba,Bri,Gilmar
Suba,Bri,Granada Norte
Suba,Bri,Granjas de Namur
Suba,Bri,La Chocita
Suba,Bri,Los Eliseos
Suba,Bri,Pijao de Oro
Suba,Bri,Portales del Norte
Suba,Bri,San Cipriano
Suba,Bri,Villa Delia
Suba,Bri,Vista Bella
Suba,El ,Alcalá
Suba,El ,Atabanza
Suba,El ,Bernal y Forero
Suba,El ,Cacihia
Suba,El ,Canodromo
Suba,El ,La Sultana
Suba,El ,Libertadores
Suba,El ,Los Prados de La Sultana
Suba,El ,Madeira
Suba,El ,Manuela Arluz
Suba,El ,Mazurén
Suba,El ,Niza IX
Suba,El ,Prado Pinzón
Suba,El ,Prado Sur
Suba,El ,Prado Veraniego
Suba,El ,Prado Veraniego Norte
Suba,El ,Prado Veraniego Sur
Suba,El ,San José del Spring
Suba,El ,San José del Prado
Suba,El ,Santa Helena
Suba,El ,Tarragona
Suba,El ,Tierra Linda
Suba,,Calatrava
Suba,,Campania
Suba,,Ciudad Jardín Norte
Suba,,Colina Campestre
Suba,,Colinas de Suba
Suba,,Córdoba
Suba,,Covadonga
Suba,,Gratamira
Suba,,Iberia
Suba,,Lagos de Córdoba
Suba,,Las Villas
Suba,,Lindaraja
Suba,,Niza
Suba,,Niza Norte
Suba,,Niza Suba
Suba,,Niza VIII
Suba,,Prado Jardín
Suba,,Provenza
Suba,,Rincón de Iberia
Suba,,Sotileza
Suba,La Flo,Andes Norte
Suba,La Flo,Club los Lagartos
Suba,La Flo,Coasmedas
Suba,La Flo,Julio Flórez
Suba,La Flo,La Alborada
Suba,La Flo,La Floresta Norte
Suba,La Flo,Morato
Suba,La Flo,Nuevo Monterrey
Suba,La Flo,Pontevedra
Suba,La Flo,Potosí
Suba,La Flo,San Nicolás
Suba,La Flo,Santa Rosa
Suba,La Flo,Teusacá
Suba,,Acacias
Suba,,Alaska
Suba,,Alcázar de Suba
Suba,,Almendros Norte
Suba,,Alto de la Toma
Suba,,Bosques de San Jorge
Suba,,Campanela
Suba,,Costa Azul
Suba,,El Pencil
Suba,,El Pinar
Suba,,El Pino
Suba,,El Pórtico
Suba,,El Salitre
Suba,,Gloria Lara
Suba,,Java
Suba,,La Campiña
Suba,,La Fontana
Suba,,Las Orquídeas
Suba,,Londres
Suba,,Miraflores
Suba,,Monarcas
Suba,,Navetas
Suba,,Pinar de Suba
Suba,,Pinos de Lombardía
Suba,,Portal de Las Mercedes
Suba,,Pradera de Suba
Suba,,Prados de Suba
Suba,,San Carlos de Suba
Suba,,Santa Cecilia
Suba,,Santa Rita
Suba,,Suba Compartir
Suba,,Tibabuyes Universal
Suba,,Toscana
Suba,,Vereda Suba Rincón
Suba,,Villa del Campo
Suba,,Villa Esperanza
Suba,,Villa Hermosa
Suba,,Villa Susana
Suba,El R,Alcaparros
Suba,El R,Almirante Colón
Suba,El R,Almonacid
Suba,El R,Altos de Chozica
Suba,El R,Altos de la Esperanza
Suba,El R,Amberes
Suba,El R,Antonio Granados
Suba,El R,Arrayanes
Suba,El R,Aures I
Suba,El R,Aures II
Suba,El R,Bella Vista
Suba,El R,Bochalema
Suba,El R,Catalina
Suba,El R,Ciudad Hunza
Suba,El R,Costa Rica
Suba,El R,El Aguinaldo
Suba,El R,El Arenal
Suba,El R,El Carmen
Suba,El R,El Cerezo
Suba,El R,El Cóndor
Suba,El R,El Jardín
Suba,El R,El Jordán - La Esperanza
Suba,El R,El Naranjal
Suba,El R,El Ocal
Suba,El R,El Palmar
Suba,El R,El Poa
Suba,El R,El Progreso (Rincón)
Suba,El R,Guillermo Núñez
Suba,El R,Jaime Bermeo
Suba,El R,Japón
Suba,El R,Java II Sector
Suba,El R,La Aguadita
Suba,El R,La Alameda
Suba,El R,La Aurora
Suba,El R,La Chucua
Suba,El R,La Esmeralda
Suba,El R,La Esperanza (Calle 131A)
Suba,El R,La Estanzuela
Suba,El R,La Flor
Suba,El R,La Flora
Suba,El R,La Manuelita
Suba,El R,La Palma
Suba,El R,La Trinitaria
Suba,El R,Lago de Suba
Suba,El R,Las Flores
Suba,El R,Lombardía
Suba,El R,Los Arrayanes
Suba,El R,Los Naranjos
Suba,El R,Los Nogales
Suba,El R,Rincón de Suba
Suba,El R,Rincón del Condor
Suba,El R,Rincón Escuela
Suba,El R,Riobamba
Suba,El R,Rodrigo Lara Bonilla
Suba,El R,San Cayetano
Suba,El R,San Isidro Norte
Suba,El R,San Jorge
Suba,El R,Santa Inés - Santa Helena
Suba,El R,Tuna Baja
Suba,El R,Turingia
Suba,El R,Villas del Rincón
Suba,Tiba,Atenas
Suba,Tiba,Aures II Sector La Planta
Suba,Tiba,Berlín
Suba,Tiba,Berlín IV Sector
Suba,Tiba,Bilbao
Suba,Tiba,Bilbao I Sector
Suba,Tiba,Bilbao II Sector
Suba,Tiba,Carolina II y III
Suba,Tiba,Compartir
Suba,Tiba,El Cedro
Suba,Tiba,La Gaitana
Suba,Tiba,La Isabela
Suba,Tiba,Lisboa
Suba,Tiba,Los Nogales de Tibabuyes
Suba,Tiba,Miramar
Suba,Tiba,Nueva Tibabuyes
Suba,Tiba,Nuevo Corinto Sector E
Suba,Tiba,Prados de Santa Barbara
Suba,Tiba,Rincón de Boyacá
Suba,Tiba,Sabana de Tibabuyes
Suba,Tiba,San Carlos de Tibabuyes
Suba,Tiba,San Miguel Tibabuyes
Suba,Tiba,San Pedro
Suba,Tiba,San Pedro de Tibabuyes
Suba,Tiba,Santa Ana de Suba
Suba,Tiba,Santa Barbara Tibabuyes
Suba,Tiba,Santa Cecilia
Suba,Tiba,Santa Inés
Barrios Unidos,Los ,Conjunto Residencial Calle 100
Barrios Unidos,Los ,Entrerríos
Barrios Unidos,Los ,Escuela Militar de Cadetes
Barrios Unidos,Los ,La Castellana
Barrios Unidos,Los ,La Patria
Barrios Unidos,Los ,Los Andes
Barrios Unidos,Los ,Rionegro
Barrios Unidos,Los ,Urbanización San Martín
Barrios Unidos,Los ,Villa Calasanz
Barrios Unidos,Los ,Vizcaya
Barrios Unidos,Doce de Oc,Benjamín Herrera
Barrios Unidos,Doce de Oc,Catorce de Septiembre
Barrios Unidos,Doce de Oc,Doce de Octubre
Barrios Unidos,Doce de Oc,El Ferrol
Barrios Unidos,Doce de Oc,José Joaquín Vargas
Barrios Unidos,Doce de Oc,La Merced Norte
Barrios Unidos,Doce de Oc,La Paz
Barrios Unidos,Doce de Oc,Los Artesanos
Barrios Unidos,Doce de Oc,Metrópolis
Barrios Unidos,Doce de Oc,Nuevo Alcázar
Barrios Unidos,Doce de Oc,R. E. C. (Restrepo
Barrios Unidos,Doce de Oc,San Fernando Occidental
Barrios Unidos,Doce de Oc,San Miguel
Barrios Unidos,Doce de Oc,Santa Rosa
Barrios Unidos,Doce de Oc,Urbanización Floresta
Barrios Unidos,Doce de Oc,Urb. Industrial La Cabaña
Barrios Unidos,Los Alcá,Alcázares
Barrios Unidos,Los Alcá,Baquero
Barrios Unidos,Los Alcá,Benjamín Herrera
Barrios Unidos,Los Alcá,Concepción Norte
Barrios Unidos,Los Alcá,El Rosario
Barrios Unidos,Los Alcá,Juan XXIII
Barrios Unidos,Los Alcá,La Aurora
Barrios Unidos,Los Alcá,Muequetá
Barrios Unidos,Los Alcá,San Fernando
Barrios Unidos,Los Alcá,Siete de Agosto
Barrios Unidos,Parque el Sa,El Lago (parte Norte)
Barrios Unidos,Parque el Sa,El Salitre
Barrios Unidos,Parque el Sa,Galerías (parte Norte)
Barrios Unidos,Parque el Sa,La Esmeralda
Barrios Unidos,Parque el Sa,Pablo VI (parte Norte)
Barrios Unidos,Parque el Sa,Quinta Mutis
Teusaquillo,Galerías (UPZ,Alfonso López
Teusaquillo,Galerías (UPZ,Banco Central
Teusaquillo,Galerías (UPZ,Belalcázar
Teusaquillo,Galerías (UPZ,Campín
Teusaquillo,Galerías (UPZ,Chapinero Occidental
Teusaquillo,Galerías (UPZ,Galerías
Teusaquillo,Galerías (UPZ,San Luis
Teusaquillo,Teusaquillo (UPZ,Armenia
Teusaquillo,Teusaquillo (UPZ,Estrella
Teusaquillo,Teusaquillo (UPZ,La Magdalena
Teusaquillo,Teusaquillo (UPZ,La Soledad
Teusaquillo,Teusaquillo (UPZ,Las Américas
Teusaquillo,Teusaquillo (UPZ,Palermo
Teusaquillo,Teusaquillo (UPZ,Quesada
Teusaquillo,Teusaquillo (UPZ,Santa Teresita
Teusaquillo,Teusaquillo (UPZ,Teusaquillo
Teusaquillo,Parque Simón Bolívar-CAN (UPZ,Cantón Norte
Teusaquillo,Parque Simón Bolívar-CAN (UPZ,Estación Central
Teusaquillo,Parque Simón Bolívar-CAN (UPZ,Gran América
Teusaquillo,Parque Simón Bolívar-CAN (UPZ,Salitre Greco
Teusaquillo,La Esmeralda (UPZ,La Esmeralda
Teusaquillo,La Esmeralda (UPZ,Nicolás de Federmán
Teusaquillo,La Esmeralda (UPZ,Nuevo Campín
Teusaquillo,La Esmeralda (UPZ,Pablo VI
Teusaquillo,La Esmeralda (UPZ,Quirinal
Teusaquillo,La Esmeralda (UPZ,Rafael Núñez
Teusaquillo,Quinta Paredes (UPZ,Acevedo Tejada
Teusaquillo,Quinta Paredes (UPZ,Cama Vieja
Teusaquillo,Quinta Paredes (UPZ,Centro Nariño
Teusaquillo,Quinta Paredes (UPZ,El Recuerdo
Teusaquillo,Quinta Paredes (UPZ,Quinta Paredes
Teusaquillo,Ciudad Salitre Oriental (UPZ,Ciudad Salitre Nororiental
Teusaquillo,Ciudad Salitre Oriental (UPZ,Ciudad Salitre Suroriental
Los Mártires,Santa Isabel (UP,Eduardo Santos
Los Mártires,Santa Isabel (UP,El Progreso
Los Mártires,Santa Isabel (UP,El Vergel
Los Mártires,Santa Isabel (UP,Santa Isabel
Los Mártires,Santa Isabel (UP,Veraguas
Los Mártires,La Sabana (UPZ,Colseguros
Los Mártires,La Sabana (UPZ,El Listón
Los Mártires,La Sabana (UPZ,Florida
Los Mártires,La Sabana (UPZ,La Estanzuela
Los Mártires,La Sabana (UPZ,La Favorita
Los Mártires,La Sabana (UPZ,La Pepita
Los Mártires,La Sabana (UPZ,La Sabana
Los Mártires,La Sabana (UPZ,Paloquemao
Los Mártires,La Sabana (UPZ,Panamericano
Los Mártires,La Sabana (UPZ,Pensilvania
Los Mártires,La Sabana (UPZ,Ricaurte
Los Mártires,La Sabana (UPZ,Samper Mendoza
Los Mártires,La Sabana (UPZ,San Façon
Los Mártires,La Sabana (UPZ,San Victorino
Los Mártires,La Sabana (UPZ,Santa Fe
Los Mártires,La Sabana (UPZ,Usatama
Los Mártires,La Sabana (UPZ,Voto Nacional
Antonio Nariño,Ciudad Jardín (UP,Caracas
Antonio Nariño,Ciudad Jardín (UP,Ciudad Berna
Antonio Nariño,Ciudad Jardín (UP,Ciudad Jardín Sur
Antonio Nariño,Ciudad Jardín (UP,La Hortúa
Antonio Nariño,Ciudad Jardín (UP,Policarpa
Antonio Nariño,Ciudad Jardín (UP,Sevilla
Antonio Nariño,Restrepo (UP,Eduardo Freí
Antonio Nariño,Restrepo (UP,La Fragua
Antonio Nariño,Restrepo (UP,La Fraguita
Antonio Nariño,Restrepo (UP,Restrepo
Antonio Nariño,Restrepo (UP,San Antonio
Antonio Nariño,Restrepo (UP,San Jorge Central
Antonio Nariño,Restrepo (UP,Santander
Antonio Nariño,Restrepo (UP,Cinco de Noviembre
Antonio Nariño,Restrepo (UP,Villa Mayor
Antonio Nariño,Luna (UP,Luna Park (incluye Bima y San Antonio)
Antonio Nariño,Luna (UP,Vergel Central (parte sur)
Puente Aranda,Ciudad Montes (UP,Bochica
Puente Aranda,Ciudad Montes (UP,Carabelas
Puente Aranda,Ciudad Montes (UP,Ciudad Montes
Puente Aranda,Ciudad Montes (UP,El Sol
Puente Aranda,Ciudad Montes (UP,Jazmín
Puente Aranda,Ciudad Montes (UP,Jorge Gaitán Cortés
Puente Aranda,Ciudad Montes (UP,La Asunción
Puente Aranda,Ciudad Montes (UP,La Camelia
Puente Aranda,Ciudad Montes (UP,La Guaca
Puente Aranda,Ciudad Montes (UP,Los Comuneros
Puente Aranda,Ciudad Montes (UP,Ponderosa
Puente Aranda,Ciudad Montes (UP,Primavera
Puente Aranda,Ciudad Montes (UP,Remanso
Puente Aranda,Ciudad Montes (UP,San Eusebio
Puente Aranda,Ciudad Montes (UP,Santa Matilde
Puente Aranda,Ciudad Montes (UP,Tibaná
Puente Aranda,Ciudad Montes (UP,Torremolinos
Puente Aranda,Ciudad Montes (UP,Villa Inés
Puente Aranda,Muzú (UP,Alquería
Puente Aranda,Muzú (UP,Estación Central
Puente Aranda,Muzú (UP,Milenta
Puente Aranda,Muzú (UP,Muzú
Puente Aranda,Muzú (UP,Ricaurte
Puente Aranda,Muzú (UP,San Francisco
Puente Aranda,Muzú (UP,Techo
Puente Aranda,San Rafael (UP,El Arpa y La Lira
Puente Aranda,San Rafael (UP,Galán
Puente Aranda,San Rafael (UP,La Pradera
Puente Aranda,San Rafael (UP,La Trinidad
Puente Aranda,San Rafael (UP,San Gabriel
Puente Aranda,San Rafael (UP,San Rafael
Puente Aranda,San Rafael (UP,San Rafael Industrial
Puente Aranda,Zona Industrial (UPZ,Cundinamarca
Puente Aranda,Zona Industrial (UPZ,El Ejido
Puente Aranda,Zona Industrial (UPZ,Gorgonzola
Puente Aranda,Zona Industrial (UPZ,Industrial Centenario
Puente Aranda,Zona Industrial (UPZ,La Florida Occidental
Puente Aranda,Zona Industrial (UPZ,Los Ejidos
Puente Aranda,Zona Industrial (UPZ,Pensilvania
Puente Aranda,Puente Aranda (UPZ,Batallón Caldas
Puente Aranda,Puente Aranda (UPZ,Centro Industrial
Puente Aranda,Puente Aranda (UPZ,Ortezal
Puente Aranda,Puente Aranda (UPZ,Puente Aranda
Puente Aranda,Puente Aranda (UPZ,Salazar Gómez
La Candelaria,Candelaria (UP,Belén
La Candelaria,Candelaria (UP,Candelaria
La Candelaria,Candelaria (UP,Centro Administrativo
La Candelaria,Candelaria (UP,Egipto (parte)
La Candelaria,Candelaria (UP,Guavio (parte)
La Candelaria,Candelaria (UP,La Catedral
La Candelaria,Candelaria (UP,La Concordia
La Candelaria,Candelaria (UP,Las Aguas
La Candelaria,Candelaria (UP,Nueva Santa Fe de Bogotá
La Candelaria,Candelaria (UP,Santa Bárbara
Rafael Uribe Uribe,San José (UP,Antonia Santos
Rafael Uribe Uribe,San José (UP,Atenas
Rafael Uribe Uribe,San José (UP,Carmen Del Sol
Rafael Uribe Uribe,San José (UP,Gustavo Restrepo
Rafael Uribe Uribe,San José (UP,Hospital San Carlos
Rafael Uribe Uribe,San José (UP,Lomas
Rafael Uribe Uribe,San José (UP,Marco Fidel Suárez
Rafael Uribe Uribe,San José (UP,Olaya
Rafael Uribe Uribe,San José (UP,Quiroga Central
Rafael Uribe Uribe,San José (UP,San José
Rafael Uribe Uribe,San José (UP,San Jorge
Rafael Uribe Uribe,San José (UP,San Luis
Rafael Uribe Uribe,San José (UP,Santa Lucía
Rafael Uribe Uribe,San José (UP,Sociego Sur
Rafael Uribe Uribe,Quiroga (UP,Bravo Páez
Rafael Uribe Uribe,Quiroga (UP,Centenario
Rafael Uribe Uribe,Quiroga (UP,El Carmen
Rafael Uribe Uribe,Quiroga (UP,Granjas de San Pablo
Rafael Uribe Uribe,Quiroga (UP,Quiroga
Rafael Uribe Uribe,Quiroga (UP,Quiroga Sur
Rafael Uribe Uribe,Quiroga (UP,Río de Janeiro El Pesebre
Rafael Uribe Uribe,Quiroga (UP,Resurrección
Rafael Uribe Uribe,Marco Fidel Suárez (UP,El Recuerdo San Jorge Alto
Rafael Uribe Uribe,Marco Fidel Suárez (UP,El Triunfo
Rafael Uribe Uribe,Marco Fidel Suárez (UP,El Triunfo Sur
Rafael Uribe Uribe,Marco Fidel Suárez (UP,Libertador
Rafael Uribe Uribe,Marco Fidel Suárez (UP,Luis López De Mesa
Rafael Uribe Uribe,Marco Fidel Suárez (UP,Murillo Toro
Rafael Uribe Uribe,Marco Fidel Suárez (UP,San Jorge Sur
Rafael Uribe Uribe,Marco Fidel Suárez (UP,San Juanito
Rafael Uribe Uribe,Marco Fidel Suárez (UP,San Justino
Rafael Uribe Uribe,Marco Fidel Suárez (UP,San Jorge-Gloria Gaitán
Rafael Uribe Uribe,Marco Fidel Suárez (UP,Santa Lucía
Rafael Uribe Uribe,Marruecos (UP,Arrayanes VI
Rafael Uribe Uribe,Marruecos (UP,Cerros de Oriente
Rafael Uribe Uribe,Marruecos (UP,Danubio Del Sur
Rafael Uribe Uribe,Marruecos (UP,El Consuelo
Rafael Uribe Uribe,Marruecos (UP,El Mirador Sur I Y II
Rafael Uribe Uribe,Marruecos (UP,El Pensil
Rafael Uribe Uribe,Marruecos (UP,El Playón
Rafael Uribe Uribe,Marruecos (UP,El Puerto La Loma De San Carlos
Rafael Uribe Uribe,Marruecos (UP,El Rosal
Rafael Uribe Uribe,Marruecos (UP,El Socorro
Rafael Uribe Uribe,Marruecos (UP,Govaroba
Rafael Uribe Uribe,Marruecos (UP,Guiparma
Rafael Uribe Uribe,Marruecos (UP,La Esperanza
Rafael Uribe Uribe,Marruecos (UP,La Merced Sur
Rafael Uribe Uribe,Marruecos (UP,La Merced Sur San Ignacio
Rafael Uribe Uribe,Marruecos (UP,La Picota
Rafael Uribe Uribe,Marruecos (UP,La Playa
Rafael Uribe Uribe,Marruecos (UP,La Providencia Media
Rafael Uribe Uribe,Marruecos (UP,Marco Fidel Suárez
Rafael Uribe Uribe,Marruecos (UP,Marruecos
Rafael Uribe Uribe,Marruecos (UP,Mirador De Marruecos
Rafael Uribe Uribe,Marruecos (UP,Mirador Los Molinos II Sector
Rafael Uribe Uribe,Marruecos (UP,Molinos Del Sur
Rafael Uribe Uribe,Marruecos (UP,Nuevo Pensilvania Sur
Rafael Uribe Uribe,Marruecos (UP,Playón La Playita III
Rafael Uribe Uribe,Diana Turbay (UP,Diana Turbay
Rafael Uribe Uribe,Diana Turbay (UP,Diana Turbay Arrayanes
Rafael Uribe Uribe,Diana Turbay (UP,Diana Turbay Cultivos
Rafael Uribe Uribe,Diana Turbay (UP,El Bosque De Los Molinos
Rafael Uribe Uribe,Diana Turbay (UP,El Portal
Rafael Uribe Uribe,Diana Turbay (UP,El Portal II Sector
Rafael Uribe Uribe,Diana Turbay (UP,La Esperanza Alta
Rafael Uribe Uribe,Diana Turbay (UP,La Marquesa
Rafael Uribe Uribe,Diana Turbay (UP,La Paz
Rafael Uribe Uribe,Diana Turbay (UP,La Paz (El Cebadal)
Rafael Uribe Uribe,Diana Turbay (UP,La Picota Oriental
Rafael Uribe Uribe,Diana Turbay (UP,La Reconquista
Rafael Uribe Uribe,Diana Turbay (UP,La Reconquista (Villa Esther)
Rafael Uribe Uribe,Diana Turbay (UP,Los Arrayanes II
Rafael Uribe Uribe,Diana Turbay (UP,Los Puentes
Rafael Uribe Uribe,Diana Turbay (UP,Palermo Sur
Rafael Uribe Uribe,Diana Turbay (UP,Palermo Sur - Brisas
Rafael Uribe Uribe,Diana Turbay (UP,Palermo Sur (El Triángulo)
Rafael Uribe Uribe,Diana Turbay (UP,Palermo Sur Los Arrayanes
Rafael Uribe Uribe,Diana Turbay (UP,Palermo Sur Oswaldo Gómez
Rafael Uribe Uribe,Diana Turbay (UP,Palermo Sur San Marcos
Ciudad Bolívar,San Francisco (UP,Candelaria La Nueva
Ciudad Bolívar,San Francisco (UP,Casona (La)
Ciudad Bolívar,San Francisco (UP,Colmena
Ciudad Bolívar,San Francisco (UP,El Recuerdo
Ciudad Bolívar,San Francisco (UP,Gibraltar
Ciudad Bolívar,San Francisco (UP,Hortalizas
Ciudad Bolívar,San Francisco (UP,Juan José Rondón
Ciudad Bolívar,San Francisco (UP,Las Acacias
Ciudad Bolívar,San Francisco (UP,Millán Los Sauces
Ciudad Bolívar,San Francisco (UP,Puerta del Llano
Ciudad Bolívar,San Francisco (UP,San Fernando Sur
Ciudad Bolívar,San Francisco (UP,San Luis Sur
Ciudad Bolívar,San Francisco (UP,Santa Inés de la Acacia
Ciudad Bolívar,San Francisco (UP,Sauces
Ciudad Bolívar,Arborizadora (UP,Arborizadora Baja
Ciudad Bolívar,Arborizadora (UP,Atlanta
Ciudad Bolívar,Arborizadora (UP,Casa Linda
Ciudad Bolívar,Arborizadora (UP,Coruña (La)
Ciudad Bolívar,Arborizadora (UP,El Ensueño
Ciudad Bolívar,Arborizadora (UP,La Playa
Ciudad Bolívar,Arborizadora (UP,Madelena
Ciudad Bolívar,Arborizadora (UP,Protecho
Ciudad Bolívar,Arborizadora (UP,Rafael Escamilla
Ciudad Bolívar,Arborizadora (UP,Santa Helena
Ciudad Bolívar,Arborizadora (UP,Santa Rosa Sur
Ciudad Bolívar,Arborizadora (UP,Villa Helena
Ciudad Bolívar,Monteblanco (UP,Barranquitos
Ciudad Bolívar,Monteblanco (UP,Brazuelos de Santo Domingo
Ciudad Bolívar,Monteblanco (UP,El Mochuelo II
Ciudad Bolívar,Monteblanco (UP,Esmeralda
Ciudad Bolívar,Monteblanco (UP,Lagunitas
Ciudad Bolívar,Monteblanco (UP,Paticos
Ciudad Bolívar,El Mochuelo (UP,El Pedregal
Ciudad Bolívar,El Mochuelo (UP,La Lira
Ciudad Bolívar,El Mochuelo (UP,Las Manas
Ciudad Bolívar,El Mochuelo (UP,Mochuelo Oriental
Ciudad Bolívar,El Mochuelo (UP,Villa Jacky
